81,8,3,0.7,0.4,0.6,0.4,3
79,13,3,1.7,0.6,0.6,0.8,1
82,8,0,2.2,0.4,0.2,0.5,3
75,21,7,2,1.5,0.6,1.3,1
78,9,3,3.2,1.5,1.1,1.5,2
80,19,1,2.3,1.1,0.9,0.8,2
77,11,5,1.4,1.9,0.7,0.6,2
80,7,1,1.7,0.6,0.7,1.6,2
79,11,0,2.3,0.8,0.7,1.1,2
80,11,3,1.6,1.2,0.9,0.5,1
79,10,3,2.1,0.8,0.9,2.1,2
77,13,1,2.4,0.4,0.4,1.2,1
80,14,4,1.7,0.9,0.4,1.6,1
83,3,2,1,0.5,0.5,0.6,1
76,11,3,1.8,0.5,0.6,1.6,2
79,14,4,2.2,1.2,0.7,0.8,2
79,8,5,2.6,1.4,2,1.7,1
74,15,4,3.2,0.8,0.6,1.5,1
74,9,1,1.2,0.4,0.5,0.4,1
79,13,7,3.1,1,0.7,0.9,2
80,6,3,0.9,0.7,0.7,1.4,1
79,4,1,1.3,0.5,0.4,1.5,3
78,9,2,1,0.8,0.4,0.7,2
82,8,2,1.3,0.8,0.1,0.5,3
78,10,3,2.8,1.1,2.7,1.5,2
77,14,1,2,0.7,0.2,0.9,1
80,8,1,1.6,0.8,0.7,1.1,1
77,11,0,2.5,0.4,0.6,2.1,2
79,2,1,0.9,0.2,0.3,0.3,2
81,5,7,1.5,0.8,0.7,1.3,2
76,13,2,2.1,0.9,0.7,2.2,1
74,13,6,2.4,0.9,0.8,1.9,1
76,8,5,1.6,0.8,1.5,1.7,2
80,8,1,2.7,0.9,0.3,1.5,1
79,8,3,2.2,0.5,1.1,0.4,2
76,18,4,2.6,0.6,0.5,0.7,1
76,10,2,2.2,0.5,0.9,1.1,1
79,10,6,3.3,1.4,1.5,1.4,2
80,10,3,1.4,0.5,0.4,1.3,1
78,2,0,2.4,0.7,1.4,0.7,3
77,17,1,1.8,1.2,1.8,0.8,1
79,5,1,1.3,0.5,0.1,1.3,3
78,6,0,2.1,0.3,0.3,2.1,1
79,2,1,1.5,1,1.5,0.2,3
79,5,1,2.2,0.4,0.3,1.1,1
80,1,4,0.9,0.4,0.3,0.8,2
80,1,5,1.2,1.6,1.2,0.7,2
75,11,2,1.6,0.8,2,2.8,2
80,6,1,2,0.5,0.4,1.4,2
79,2,1,0.9,0.3,0.3,0.3,3
77,11,1,1.6,0.7,0.4,0.9,2
75,10,3,2.6,0.7,0.6,1.2,1
78,4,1,0.5,0.3,0.4,0.6,2
79,9,1,2.1,0.5,0.5,0.5,2
78,26,3,3.7,1,0.8,1.5,1
76,7,3,2.2,1,1.2,1,1
74,9,7,2.9,1.8,0.4,0.9,3
71,4,3,2.3,2.3,1.3,1,1
77,8,2,1.6,0.5,1.2,1.9,1
74,3,0,2.1,0.9,1.1,2.9,1
76,7,4,1,0.8,0.3,1.3,3
76,8,1,1.9,0.2,0.5,0.4,2
74,11,2,2.4,0.4,0.4,1.6,1
78,11,2,1.6,1,0.2,0.5,2
78,3,4,1.1,0.9,0.3,1.2,2
78,3,1,1.3,0.5,0.3,0.5,2
75,6,2,1.8,0.6,1.5,1.3,2
79,3,2,2.8,1.2,1,1.2,1
78,3,1,0.9,0.9,0.3,0.5,2
78,3,3,1.2,0.6,0.6,0.7,2
77,4,1,2.1,0.4,0.5,1.3,1
73,12,1,2,0.7,0.6,1.2,1
75,13,2,2.2,0.9,1.4,1.1,1
78,6,5,2.3,0.9,1.2,1.1,1
80,6,3,1.4,0.6,0.4,1.2,1
77,12,1,3.1,1,1.5,2,1
80,4,2,1.3,0.3,0.2,0.7,2
77,12,3,2.4,0.5,0.9,1.4,2
79,4,0,1.2,0.7,0.6,1.3,1
75,8,4,1.9,0.6,0.3,0.8,1
75,10,3,1.4,0.6,0.9,1.3,1
77,6,2,1.4,1.2,2.2,1.4,1
77,8,2,1.4,0.7,0.8,0.8,1
78,3,1,1.9,0.3,0.9,0.4,1
76,7,1,1.3,0.8,0.2,1.1,2
76,7,3,1.7,1.5,1,1.5,2
72,4,1,1.9,0.6,0.1,0.5,3
75,8,2,1.7,0.8,1.3,2,2
79,4,1,1.3,0.1,0.3,0.6,2
76,8,2,1.6,1,1,1.4,1
77,2,0,0.8,0.2,1.2,0.8,2
76,11,1,2.6,1.2,0.4,1.2,2
74,6,4,1.9,1.9,1.5,2.8,2
74,12,3,1.8,0.8,0.5,1.2,2
77,1,0,0.5,0.2,0.4,0.5,1
73,9,1,1.2,0.6,0.2,1.5,1
74,6,0,1.4,0.3,0.6,0.8,1
71,2,5,0.8,1,1.8,2.4,1
77,6,2,1.7,0.7,0.7,1.6,1
78,2,2,1.3,0.8,1.1,1.1,1
77,10,1,2.2,0.6,0.3,0.9,2
75,6,3,2,1.3,0.9,2.2,1
77,6,1,1.1,0.3,0.3,0.5,1
72,14,3,2.7,1.5,2.1,1.6,1
65,2,0,2,1.3,0.7,0.3,1
74,2,2,1.3,0.8,0.2,1,2
72,2,2,1.6,0.6,1.1,0.6,1
75,0,4,0.8,0.6,0.3,0.7,2
75,0,1,0.7,0.4,0.3,0.9,1
77,1,0,1,0.1,0.1,0.5,2
78,1,1,1.7,0.6,0.1,0.4,2
76,4,0,1.4,0.4,0.4,0.4,2
76,3,1,1.4,0.8,0.4,0.6,2
76,4,3,1.4,0.6,1,0.4,1
74,5,0,1.3,0.5,0.6,0.7,2
75,2,4,0.8,0.5,0.1,0.6,2
76,4,2,1.2,0.3,0.1,0.7,1
74,1,1,1,0.4,0.6,0,1
72,9,1,2,0.6,0.7,2.7,1
77,6,1,1.1,1,1.6,0.9,1
75,4,3,1.7,0.7,0.7,1.9,1
77,6,2,1.7,0.6,0.9,1.1,1
71,6,4,1.2,0.4,0.9,0.5,1
76,3,0,1.9,0.2,0.4,0.7,2
73,3,0,1.9,0.2,0.4,0.7,1
75,4,1,0.8,0.4,0.8,0.8,1
74,4,2,1.2,0.4,0.6,0.5,1
75,4,6,1.3,1,1.4,1.7,1
72,1,2,0.6,0.5,0.5,0.5,1
74,2,1,2.3,0.4,1.6,1,1
76,2,2,1,0.3,0.9,0.4,1
75,2,0,0.7,0.4,0.6,0.7,1
75,6,1,1.4,1,1.3,0.5,1
74,3,2,0.6,0.6,0.6,1.3,1
75,1,0,0.4,0.3,0.4,0.2,3
73,8,0,1.5,0.3,0.1,1.2,1
75,4,5,2,1.2,0.9,1.3,2
73,2,1,0.9,0.4,0.3,0.6,1
74,3,1,1.3,0.6,0.2,1,1
74,4,0,1,0.6,0.3,0.6,1
73,6,2,1.5,0.3,0.6,1.3,2
78,1,1,1,0.3,0.3,1.1,1
75,1,2,1.5,0.5,0.2,1,1
76,0,0,0.7,0,0.3,0.7,1
70,2,5,1.3,1,1.7,1,1
74,3,0,1.5,0.6,0.4,0.6,1
70,7,1,1.6,1.2,0.9,1,1
73,9,1,1.1,0.6,0.8,1.4,2
75,2,1,1.7,0.8,0.8,0.8,3
77,0,1,1.7,0.4,0.6,0.9,1
75,10,2,1.6,0.5,0.3,0.5,1
75,0,1,0.3,0.2,0.4,0.1,2
75,1,0,1,0.5,0.2,0.8,1
91,48,9,4.7,1.1,0.8,1,5
92,35,5,5.1,1.1,1.8,1.3,5
90,37,12,3.4,1.1,2.9,1.2,4
88,26,17,3.9,1.4,1.5,1.7,4
89,31,9,3.6,1.1,1.1,0.7,4
87,21,3,3.3,0.8,0.4,1.3,5
85,29,11,2.7,1.4,1.5,1.3,4
84,43,9,3.3,1,1.1,0.8,4
89,6,1,1.6,0.6,0.7,0.6,4
87,25,8,3.4,1.5,0.8,1.3,4
88,5,3,2.6,1.5,1.4,1.5,3
83,31,10,2.9,1.3,2.2,1.8,2
86,17,9,2.4,0.8,0.8,0.7,3
84,16,5,1.3,0.5,0.2,0.5,4
87,13,4,2,0.8,0.4,0.6,3
87,15,7,2,1.2,0.7,0.9,4
87,9,7,2.3,1.2,1.6,0.4,3
85,22,13,3,2.5,2.1,1.4,3
84,18,7,2.9,1,0.9,1.6,3
83,15,3,4.3,1.1,0.6,1.3,5
85,13,10,1.9,1.2,0.4,0.3,3
84,14,13,1.5,1.9,1.8,1.6,2
84,20,7,2.2,1.1,0.8,1.1,2
84,8,10,2.1,2.2,2,2.5,3
85,14,11,2.3,1,0.8,0.9,3
79,29,5,3.7,1,0.8,1.1,3
83,14,4,2.6,1.1,1,1.4,3
80,14,11,2.4,1.4,1.4,1.4,3
81,16,7,1.6,0.9,0.5,1.3,2
82,18,10,1.8,1.3,0.7,1.4,3
85,7,3,2,0.8,0.2,0.6,3
84,4,0,2.6,0.5,1,1.7,3
82,9,10,1.4,1,1.4,0.8,2
83,18,10,2.7,1.1,0.9,1.3,2
82,23,5,3.4,1.4,0.9,1.5,3
81,20,8,2.7,1.3,0.5,0.8,2
83,11,4,1.9,1.1,1.7,1.6,2
81,12,6,1.3,0.7,1,1.5,2
83,16,2,1.5,0.7,0.7,1.7,3
83,11,2,2,1,1.8,2.9,2
79,25,9,2.4,1.3,1.5,0.6,2
81,7,3,2.4,0.7,1.8,2.1,3
79,17,2,2.4,0.3,1.1,1,2
78,24,0,2.1,0.4,0.4,0.9,2
78,18,5,2.4,1,0.5,1.3,2
81,11,5,1.4,1.7,0.5,0.5,2
79,15,9,3,1.8,1,1.4,2
80,12,4,2,0.8,1,0.6,1
81,12,5,1.4,0.6,0.3,0.3,2
81,9,1,3.1,0.5,0.5,1.3,3
80,14,6,3.1,1.1,1.3,3.9,3
84,6,5,2,0.8,1.6,1.2,3
82,11,5,1.9,1,1.3,1.9,1
81,6,6,1.4,0.8,0.9,0.9,2
79,13,3,1.5,0.9,0.8,0.5,2
79,16,0,2.5,0.5,0.7,1.2,2
79,9,12,1.9,2.2,1.4,1.5,3
80,5,1,1.4,0.4,0.2,1.5,2
80,7,5,1,1.1,0.8,1.1,4
77,12,4,1.4,0.5,0.4,0.8,2
76,16,8,2.6,1,0.9,0.8,2
79,11,0,1.4,0.2,0.4,0.8,1
78,24,8,3.5,1.1,1.6,0.9,2
79,10,3,2.8,1,0.5,1.5,2
80,7,1,1.7,0.4,0.5,2.3,1
81,2,6,0.7,1.2,2.2,2.5,4
79,13,0,1.7,0.4,0.1,0.4,3
80,6,0,0.9,0.3,0.3,0.9,2
78,10,5,2.4,1,1.7,1.5,2
78,12,3,2.1,0.7,0.2,0.7,1
78,12,5,1.9,0.7,1,1.6,2
79,4,4,1.1,1.9,1,1,2
80,11,4,2.1,1,0.9,1,2
79,5,0,1.2,0.5,0.1,1.1,1
79,6,2,1.5,0.6,0.4,2,2
80,6,1,1.4,0.3,0.8,0.4,1
78,12,1,1.9,0.9,0.7,0.8,3
74,16,1,2,0.3,1,0.2,2
76,8,4,1.4,0.6,0.8,1.1,3
80,13,1,2.5,0.6,0.5,1.1,2
80,9,2,2.1,0.6,0.4,1.1,3
78,9,0,1.2,0.5,0.4,0.7,2
76,11,0,1.6,0.3,0.4,1,2
79,11,5,1.7,0.6,0.2,1.3,1
77,12,2,2.4,0.7,1,2.5,1
71,17,7,2.8,0.8,0.5,0.6,2
81,1,0,1.9,0.4,0.6,0.4,2
77,13,2,1.6,0.6,0.6,0.7,2
76,16,4,2,1,0.3,1.3,2
76,14,5,2.6,1.2,1.1,1.3,2
74,15,5,2.4,1.1,1.3,0.5,1
78,7,2,1.5,0.4,0.3,0.5,2
76,14,5,1.4,1.1,0.4,0.3,1
75,7,3,1.3,0.7,0.8,0.5,1
70,16,7,2.4,1.5,1.5,1.1,2
77,13,4,1.5,0.9,0.6,1.2,2
70,22,4,2.3,0.5,0.7,1.9,2
76,11,0,1,0.3,0.1,0.4,3
78,10,3,0.7,0.6,0.2,0.8,1
76,11,3,2.5,0.8,0.8,2,1
79,4,1,0.6,0.2,0.1,0.3,3
77,10,2,1.6,0.4,0.5,0.5,3
77,4,2,2.9,0.8,0.3,0.2,2
76,5,3,0.8,0.4,0.3,0.7,2
80,5,1,1.1,0.6,0.2,0.8,2
77,8,2,0.9,0.2,0.2,0.3,3
78,6,5,1.7,0.5,1,1.1,2
77,8,2,1.9,0.7,0.7,1,1
76,12,3,1.3,0.4,0.3,1.8,1
74,12,1,1.9,1,0.9,2,2
74,9,7,1.5,1.2,1.3,1,2
75,5,5,0.9,1.1,1.7,3,1
78,6,2,1.3,0.5,1.3,1.7,2
79,3,1,1.8,0.8,1.5,0.9,1
76,9,7,1.4,1.2,0.8,1.1,2
67,16,5,2.1,0.8,0.5,1.1,2
75,6,2,3.3,0.8,1.3,2.2,2
75,7,1,1.7,0.6,1,1.2,1
73,14,1,1.8,0.8,1.3,1,1
75,7,0,0.9,0.6,0.7,0.4,2
76,7,1,1.5,0.9,1.2,1.4,2
77,6,0,2,0.4,0.2,1.1,2
78,1,0,1.2,0.2,0.1,1.2,2
79,10,2,1.3,0.6,1,1.1,2
73,12,3,2.1,0.6,0.7,1,2
77,0,1,0.8,0.2,0,0.1,2
76,4,3,0.9,1,0.3,0.7,2
76,7,1,1.8,0.8,0.6,1.4,2
77,9,3,0.6,1,0.8,0.2,1
77,3,1,1,0.6,0.2,0.3,3
78,7,1,1.3,0.3,0.2,0.7,2
74,9,5,1.5,1,0.8,1.5,1
76,17,4,1.3,0.7,0.3,0.9,2
78,1,0,0.9,0.3,0.4,0.9,1
76,8,0,1,0.3,0.1,0.1,2
72,10,1,2.4,0.5,0.5,0.7,2
77,0,0,1.2,0.7,0.8,0.3,1
77,2,0,1.3,0.4,0.3,1.8,3
77,3,0,1.7,0.9,0,2.2,1
76,6,1,1.1,1.2,1.2,1.2,2
77,1,5,1.2,1.6,1.2,0.7,2
77,1,3,0.8,0.4,1.6,1.9,2
75,3,2,1.8,0.7,0.2,1.1,2
74,5,6,1.6,1.2,1.7,1.8,2
73,6,2,2,0.4,0.5,1,2
75,4,3,1.3,0.4,0.1,0.9,2
71,11,1,1.8,0.5,0.7,1.7,2
72,8,3,1.5,0.6,0.6,0.9,2
78,5,4,1.7,0.5,0.6,1.5,2
76,5,0,1,0.5,0.5,1,1
79,5,3,1.2,0.4,0.3,0.6,2
77,1,1,1.5,0.2,0.7,0.9,1
76,6,2,1.3,0.4,0.5,0.8,2
76,1,2,0.6,0.5,0.4,0.8,1
77,1,0,0.9,0.1,0.4,0.3,1
75,4,2,1.4,0.5,0.6,1.3,1
76,1,0,1.1,0.4,0.1,0.7,1
78,9,3,1.7,0.6,0.5,0.8,2
77,0,1,0.6,0.2,0.4,0.6,1
76,8,1,1.9,0.8,0.8,0.5,1
75,7,0,2,0.3,0.7,1.4,1
74,5,0,0.6,0.2,0.3,0.7,1
92,49,6,4.7,1.1,1.4,1.1,5
91,24,4,3.7,0.9,0.7,0.6,5
91,39,23,4.2,2,3.2,1.5,4
90,30,11,3.6,1.4,1.5,1.5,4
89,46,15,4,1.9,1.1,0.3,4
88,12,2,1.5,0.4,0.2,0.7,4
88,15,0,1.7,0.9,0.5,0.5,4
88,30,7,3.3,1,0.5,0.6,4
87,31,2,3.8,0.9,0.6,1.3,4
87,13,6,3.4,1.3,1.6,1.7,3
86,12,7,2.2,1.8,2.3,0.8,2
86,17,2,2.2,0.7,0.4,0.5,3
85,2,2,1.2,0.5,0.3,0.3,4
85,20,3,2.2,0.5,0.2,0.4,3
85,13,7,1.7,1,0.7,1,4
85,10,5,1.5,0.8,0.9,0.3,3
85,25,8,2.2,1.6,1.6,1.6,4
85,22,3,3.4,0.8,0.6,1.3,3
84,8,3,2.2,1,0.2,0.4,5
84,12,1,1.5,1.1,0.6,0.7,3
84,18,6,2.4,1.5,1.4,1.4,2
84,25,5,1.9,0.9,0.7,0.6,2
84,14,4,2.1,0.4,0.5,0.6,3
84,16,4,1.8,0.5,0.7,0.8,3
83,17,7,2.4,1.1,0.5,1.1,3
83,11,9,1.5,1,0.5,0.8,2
83,13,8,1.7,1.3,0.7,2.2,3
83,4,0,1.2,0.4,0.1,0.3,3
83,6,4,1.7,1.1,1.1,1.4,3
83,13,5,1.4,0.7,0.9,0.8,2
83,13,7,3.4,1.6,1.2,1.1,2
83,8,11,2.9,1.3,0.9,0.9,3
83,8,5,1.5,0.7,0.7,0.9,2
83,12,9,2.3,1.4,1.6,0.9,2
83,9,5,1.6,0.8,1.3,2.4,2
82,6,8,1.5,1,0.6,1,3
82,14,1,2.1,1.4,2.3,3.1,2
82,13,9,2.1,2.2,2.3,1,2
82,10,5,2.4,1,1.3,2.3,3
82,9,3,2.3,0.6,1.4,0.9,2
82,5,1,1.6,0.3,0.2,0.4,2
81,8,3,2.3,0.8,0.2,0.7,2
81,12,5,1.8,1.7,0.9,0.4,2
81,14,1,2.8,1.3,1.1,0.6,3
81,18,3,3.1,1,0.6,1.3,2
81,7,6,1.6,0.5,0.3,0.4,1
81,2,3,1,0.4,0.3,0.4,2
81,12,3,2.3,0.7,0.1,0.3,3
81,9,1,2.6,0.5,0.7,2.3,3
81,3,2,0.8,0.2,0.8,1.2,3
81,6,1,1.3,0.7,0.7,0.6,1
81,8,5,2.5,0.9,0.7,1.1,2
81,7,2,1.9,0.6,0.1,0.9,2
81,10,7,1.9,1.5,1.6,1.4,3
80,6,2,1.3,0.5,0.3,0.9,2
80,6,3,1.2,0.7,0.8,0.8,4
80,13,4,2.5,0.8,0.9,2.3,1
80,7,3,1.7,0.8,0.5,1,2
80,15,8,2.5,1.1,0.3,0.6,2
80,14,1,1.2,0.5,0.4,0.9,2
80,12,3,1.7,0.8,1.3,1.1,2
80,18,2,3.4,0.6,1.1,1.4,2
79,5,1,1.5,0.6,0.2,1.9,1
79,11,3,2.2,0.9,0.1,0.8,3
79,9,0,1.1,0.2,0.1,0.6,3
79,12,10,2.3,1.3,1.4,1.4,2
79,5,0,1.2,0.6,0.1,0.6,1
79,8,0,1.9,0.6,0.6,1.2,2
79,5,3,0.8,0.7,0.3,0.8,2
79,9,6,1.9,1.8,1,0.8,2
79,17,3,3.1,0.7,1.5,1.6,1
79,1,0,0.4,0.3,0.2,0.7,1
79,8,2,1.5,0.6,0.4,1.1,2
79,1,3,1.1,0.3,0.2,0.2,1
79,26,6,3.3,0.6,0.6,0.8,3
79,8,1,0.9,0.2,0.6,0.5,2
78,7,2,2,0.6,0.6,1,3
78,4,3,1.8,0.6,0.3,0.8,2
78,6,0,1.5,0.2,0.1,0.8,3
78,1,2,1.3,0.7,0.1,0.2,2
78,4,2,1,0.4,0.4,0.8,1
78,8,2,1.6,0.4,0.4,1.1,2
78,11,5,1.5,1.1,0.4,1.1,1
78,5,1,1.6,0.6,0.4,1.1,1
78,2,3,2.2,0.6,0.4,0.6,2
78,22,5,2.9,0.9,0.8,0.6,2
78,7,0,0.9,0.3,0.4,0.3,2
78,12,8,1.6,1.3,0.4,1,2
78,12,6,1.7,0.9,0.9,0.8,1
78,12,2,2.2,1,1.1,1.1,2
78,5,8,1.2,0.7,0.6,0.4,1
78,19,5,2.6,1,1,1.3,2
78,9,1,0.7,0.7,0.6,0.6,1
78,11,4,1.8,1,1.1,0.6,1
78,10,9,2,1.3,1.6,0.9,2
78,18,0,1.8,0.9,0.7,1.2,2
78,29,3,3.6,1,1,2.3,2
77,3,2,0.9,0.4,0.2,0.3,3
77,10,5,1.3,0.9,0.2,1.1,1
77,14,4,2.6,0.9,0.5,1.5,1
77,11,3,1.9,0.8,0.5,0.5,3
77,9,1,2.4,0.8,0.7,0.9,3
